# Sub-spectrum 01 — bands at 110, 165, 270, 385 cm^-1
# Wavenumber(cm-1)   Intensity   Error
    70.000       -2.10778    5.00000
    71.000       -4.83875    5.00000
    72.000       -1.54285    5.00000
    73.000        1.87427    5.00000
    74.000       -9.85291    5.00000
    75.000        0.79535    5.00000
    76.000       -4.20826    5.00000
    77.000       -1.48991    5.00000
    78.000       -0.37743    5.00000
    79.000        0.96250    5.00000
    80.000        4.83709    5.00000
    81.000        8.27044    5.00000
    82.000        2.75014    5.00000
    83.000       10.63150    5.00000
    84.000        0.97070    5.00000
    85.000        6.66764    5.00000
    86.000       10.18751    5.00000
    87.000        7.08432    5.00000
    88.000        4.06938    5.00000
    89.000        4.63108    5.00000
    90.000        8.74240    5.00000
    91.000       14.32539    5.00000
    92.000       10.83819    5.00000
    93.000       18.03662    5.00000
    94.000       22.07750    5.00000
    95.000       30.01344    5.00000
    96.000       33.49451    5.00000
    97.000       39.99378    5.00000
    98.000       41.40301    5.00000
    99.000       51.07735    5.00000
   100.000       63.19360    5.00000
   101.000       74.63812    5.00000
   102.000       68.93432    5.00000
   103.000       90.79576    5.00000
   104.000       97.63914    5.00000
   105.000      101.92178    5.00000
   106.000      105.60000    5.00000
   107.000      107.87995    5.00000
   108.000      120.60687    5.00000
   109.000      125.51545    5.00000
   110.000      125.54563    5.00000
   111.000      122.32658    5.00000
   112.000      115.17766    5.00000
   113.000      103.51940    5.00000
   114.000      104.40484    5.00000
   115.000      101.48568    5.00000
   116.000       84.69564    5.00000
   117.000       85.47018    5.00000
   118.000       77.68949    5.00000
   119.000       71.00541    5.00000
   120.000       53.75296    5.00000
   121.000       48.86455    5.00000
   122.000       42.98797    5.00000
   123.000       32.91922    5.00000
   124.000       41.72611    5.00000
   125.000       25.49843    5.00000
   126.000       25.25258    5.00000
   127.000       18.59448    5.00000
   128.000       24.68560    5.00000
   129.000       20.79283    5.00000
   130.000       15.25811    5.00000
   131.000       -0.61290    5.00000
   132.000        9.32998    5.00000
   133.000       11.45017    5.00000
   134.000       12.26262    5.00000
   135.000        3.57437    5.00000
   136.000       15.37468    5.00000
   137.000       -0.57884    5.00000
   138.000        2.61923    5.00000
   139.000       10.64574    5.00000
   140.000        6.40279    5.00000
   141.000       16.51116    5.00000
   142.000        7.95720    5.00000
   143.000        4.56436    5.00000
   144.000        6.79223    5.00000
   145.000        4.44798    5.00000
   146.000        5.05779    5.00000
   147.000       16.50733    5.00000
   148.000       18.58465    5.00000
   149.000       24.93390    5.00000
   150.000       17.96534    5.00000
   151.000       33.97929    5.00000
   152.000       28.41500    5.00000
   153.000       42.54597    5.00000
   154.000       37.78866    5.00000
   155.000       41.93205    5.00000
   156.000       52.78253    5.00000
   157.000       62.73998    5.00000
   158.000       64.39232    5.00000
   159.000       66.42964    5.00000
   160.000       67.98565    5.00000
   161.000       72.38247    5.00000
   162.000       85.77802    5.00000
   163.000       91.10180    5.00000
   164.000       87.10931    5.00000
   165.000       83.14634    5.00000
   166.000       92.25347    5.00000
   167.000       79.66600    5.00000
   168.000       79.57080    5.00000
   169.000       82.32281    5.00000
   170.000       63.22388    5.00000
   171.000       71.02596    5.00000
   172.000       60.36843    5.00000
   173.000       57.76925    5.00000
   174.000       50.74391    5.00000
   175.000       46.15509    5.00000
   176.000       42.90187    5.00000
   177.000       30.30057    5.00000
   178.000       36.31156    5.00000
   179.000       28.45071    5.00000
   180.000       25.17012    5.00000
   181.000       23.41910    5.00000
   182.000       18.66396    5.00000
   183.000       16.52810    5.00000
   184.000       10.67194    5.00000
   185.000        1.50114    5.00000
   186.000        6.60532    5.00000
   187.000        2.33492    5.00000
   188.000       -1.81698    5.00000
   189.000        5.87644    5.00000
   190.000        1.16840    5.00000
   191.000       -1.59964    5.00000
   192.000       -2.03939    5.00000
   193.000        4.21320    5.00000
   194.000        4.41432    5.00000
   195.000        9.02578    5.00000
   196.000        2.17007    5.00000
   197.000        7.30165    5.00000
   198.000        8.97790    5.00000
   199.000        7.60876    5.00000
   200.000      -10.06315    5.00000
   201.000        7.82392    5.00000
   202.000        3.30555    5.00000
   203.000        3.66162    5.00000
   204.000        3.34142    5.00000
   205.000        3.34788    5.00000
   206.000        2.98553    5.00000
   207.000       -0.44680    5.00000
   208.000       -8.19664    5.00000
   209.000        0.73477    5.00000
   210.000       -2.76780    5.00000
   211.000        6.62662    5.00000
   212.000       -0.23989    5.00000
   213.000        1.60245    5.00000
   214.000       -3.07898    5.00000
   215.000       -1.39737    5.00000
   216.000        1.08739    5.00000
   217.000       -6.28996    5.00000
   218.000        2.63471    5.00000
   219.000        0.59778    5.00000
   220.000       -4.80112    5.00000
   221.000      -10.86183    5.00000
   222.000        3.69900    5.00000
   223.000       -0.34713    5.00000
   224.000       -1.49945    5.00000
   225.000       -0.01751    5.00000
   226.000       10.26137    5.00000
   227.000        0.94898    5.00000
   228.000        1.65361    5.00000
   229.000       -6.18847    5.00000
   230.000        9.51422    5.00000
   231.000        5.90034    5.00000
   232.000        6.68828    5.00000
   233.000        1.63876    5.00000
   234.000        6.03750    5.00000
   235.000        3.37103    5.00000
   236.000        4.65409    5.00000
   237.000        0.91082    5.00000
   238.000       -5.59965    5.00000
   239.000        7.02985    5.00000
   240.000       -7.65120    5.00000
   241.000        0.98995    5.00000
   242.000        1.36865    5.00000
   243.000       -2.57611    5.00000
   244.000        6.00847    5.00000
   245.000        2.31925    5.00000
   246.000        1.60736    5.00000
   247.000        6.97808    5.00000
   248.000        2.72760    5.00000
   249.000       12.96411    5.00000
   250.000        8.89908    5.00000
   251.000        6.14675    5.00000
   252.000        0.46968    5.00000
   253.000        5.66237    5.00000
   254.000       20.02122    5.00000
   255.000       17.12706    5.00000
   256.000       19.18470    5.00000
   257.000       32.46864    5.00000
   258.000       21.90775    5.00000
   259.000       29.83897    5.00000
   260.000       35.16316    5.00000
   261.000       45.43689    5.00000
   262.000       44.26842    5.00000
   263.000       49.56040    5.00000
   264.000       49.44524    5.00000
   265.000       65.59573    5.00000
   266.000       69.92485    5.00000
   267.000       66.76812    5.00000
   268.000       72.39802    5.00000
   269.000       66.62048    5.00000
   270.000       71.23218    5.00000
   271.000       79.97116    5.00000
   272.000       72.25537    5.00000
   273.000       80.69491    5.00000
   274.000       61.94897    5.00000
   275.000       64.83886    5.00000
   276.000       56.47958    5.00000
   277.000       55.44035    5.00000
   278.000       47.53145    5.00000
   279.000       39.67823    5.00000
   280.000       33.16463    5.00000
   281.000       48.07163    5.00000
   282.000       27.90600    5.00000
   283.000       14.13833    5.00000
   284.000       17.32404    5.00000
   285.000       20.73445    5.00000
   286.000       12.04860    5.00000
   287.000       18.96231    5.00000
   288.000       15.15925    5.00000
   289.000        7.71025    5.00000
   290.000        4.73147    5.00000
   291.000        0.94310    5.00000
   292.000        1.55567    5.00000
   293.000       -3.04481    5.00000
   294.000        9.75268    5.00000
   295.000       11.21028    5.00000
   296.000       -3.40515    5.00000
   297.000       -3.34082    5.00000
   298.000       -6.52527    5.00000
   299.000       -2.70708    5.00000
   300.000      -13.58912    5.00000
   301.000       -3.91054    5.00000
   302.000        8.16583    5.00000
   303.000       -0.14907    5.00000
   304.000        5.76449    5.00000
   305.000       -1.02936    5.00000
   306.000       10.15235    5.00000
   307.000        2.28670    5.00000
   308.000       -0.67096    5.00000
   309.000       13.95551    5.00000
   310.000       -0.46951    5.00000
   311.000       -4.98931    5.00000
   312.000        2.09431    5.00000
   313.000        0.86212    5.00000
   314.000        6.36269    5.00000
   315.000       -3.59938    5.00000
   316.000        5.01280    5.00000
   317.000        5.23588    5.00000
   318.000       -2.38104    5.00000
   319.000        1.76106    5.00000
   320.000       -3.21940    5.00000
   321.000       12.65488    5.00000
   322.000       -2.60148    5.00000
   323.000       -1.35095    5.00000
   324.000       -4.41778    5.00000
   325.000       -0.82047    5.00000
   326.000        0.88123    5.00000
   327.000        4.75174    5.00000
   328.000       -2.13571    5.00000
   329.000       -0.00647    5.00000
   330.000       -6.15258    5.00000
   331.000       -3.19785    5.00000
   332.000       14.72940    5.00000
   333.000        6.16976    5.00000
   334.000       -2.92833    5.00000
   335.000       -5.69075    5.00000
   336.000       -3.86192    5.00000
   337.000        0.92979    5.00000
   338.000        1.23679    5.00000
   339.000       -2.63085    5.00000
   340.000       -5.31099    5.00000
   341.000        8.26815    5.00000
   342.000        3.45285    5.00000
   343.000       -0.63606    5.00000
   344.000        0.18052    5.00000
   345.000       -1.31150    5.00000
   346.000      -13.28577    5.00000
   347.000        2.03792    5.00000
   348.000       -3.82005    5.00000
   349.000       -3.39843    5.00000
   350.000       -1.49306    5.00000
   351.000        5.47611    5.00000
   352.000       -3.91584    5.00000
   353.000       -5.09290    5.00000
   354.000        5.44365    5.00000
   355.000        6.21246    5.00000
   356.000       -2.11945    5.00000
   357.000        5.77061    5.00000
   358.000        1.84611    5.00000
   359.000        5.23579    5.00000
   360.000       -2.04941    5.00000
   361.000        9.07372    5.00000
   362.000       11.73976    5.00000
   363.000        9.92220    5.00000
   364.000       10.78608    5.00000
   365.000       -9.31445    5.00000
   366.000       12.75301    5.00000
   367.000       13.63386    5.00000
   368.000       15.80279    5.00000
   369.000       16.68053    5.00000
   370.000       23.96732    5.00000
   371.000       30.19765    5.00000
   372.000       31.86052    5.00000
   373.000       36.47998    5.00000
   374.000       51.08358    5.00000
   375.000       45.97745    5.00000
   376.000       63.52838    5.00000
   377.000       66.27532    5.00000
   378.000       68.32871    5.00000
   379.000       77.58602    5.00000
   380.000       80.61702    5.00000
   381.000       94.03783    5.00000
   382.000       96.89598    5.00000
   383.000       95.72827    5.00000
   384.000       95.07469    5.00000
   385.000      102.79465    5.00000
   386.000      105.36894    5.00000
   387.000       97.93553    5.00000
   388.000       97.23692    5.00000
   389.000       88.76728    5.00000
   390.000       85.53595    5.00000
   391.000       77.55681    5.00000
   392.000       73.79392    5.00000
   393.000       57.81201    5.00000
   394.000       61.56430    5.00000
   395.000       50.31646    5.00000
   396.000       46.68577    5.00000
   397.000       37.04899    5.00000
   398.000       34.73121    5.00000
   399.000       22.72015    5.00000
   400.000       29.57808    5.00000
   401.000       11.25337    5.00000
   402.000       11.27530    5.00000
   403.000       14.86865    5.00000
   404.000       18.68900    5.00000
   405.000       10.85811    5.00000
   406.000        6.67096    5.00000
   407.000       -0.47702    5.00000
   408.000        4.67410    5.00000
   409.000        4.71220    5.00000
   410.000       12.60581    5.00000
   411.000        6.73266    5.00000
   412.000       -4.45345    5.00000
   413.000       12.97520    5.00000
   414.000        0.57768    5.00000
   415.000       -2.08447    5.00000
   416.000        9.48529    5.00000
   417.000        1.69096    5.00000
   418.000       -0.04467    5.00000
   419.000        2.75821    5.00000
   420.000        5.77636    5.00000
   421.000        6.41917    5.00000
   422.000       -5.51220    5.00000
   423.000       11.27660    5.00000
   424.000        5.94660    5.00000
   425.000       -0.74898    5.00000
   426.000       -3.00579    5.00000
   427.000       -3.81203    5.00000
   428.000        1.59988    5.00000
   429.000       -2.30321    5.00000
   430.000       -2.93012    5.00000
   431.000        4.91103    5.00000
   432.000        2.64092    5.00000
   433.000       -1.18892    5.00000
   434.000        4.42333    5.00000
   435.000        7.55922    5.00000
   436.000       -4.77803    5.00000
   437.000       -2.34814    5.00000
   438.000        5.35687    5.00000
   439.000        4.21537    5.00000
   440.000        1.73240    5.00000
   441.000        6.39047    5.00000
   442.000       -4.88209    5.00000
   443.000       -6.85507    5.00000
   444.000       -3.80929    5.00000
