# Sub-spectrum 07 — bands at 165, 270, 450 cm^-1
# Wavenumber(cm-1)   Intensity   Error
    70.000        1.49129    5.00000
    71.000        2.29012    5.00000
    72.000        3.15656    5.00000
    73.000       -0.86072    5.00000
    74.000      -11.34029    5.00000
    75.000       -5.72907    5.00000
    76.000        3.04290    5.00000
    77.000        9.95442    5.00000
    78.000        0.04851    5.00000
    79.000        7.12789    5.00000
    80.000      -11.64948    5.00000
    81.000        7.68952    5.00000
    82.000       -5.43366    5.00000
    83.000       -4.81775    5.00000
    84.000       -1.24360    5.00000
    85.000        1.74456    5.00000
    86.000       -5.72156    5.00000
    87.000        5.25400    5.00000
    88.000       -6.93100    5.00000
    89.000        0.96694    5.00000
    90.000       -4.12524    5.00000
    91.000        1.36812    5.00000
    92.000       -9.77901    5.00000
    93.000       -4.57971    5.00000
    94.000       -5.92016    5.00000
    95.000        4.88219    5.00000
    96.000      -10.85558    5.00000
    97.000        9.00690    5.00000
    98.000       -2.20403    5.00000
    99.000        1.32169    5.00000
   100.000      -12.35412    5.00000
   101.000       -3.59007    5.00000
   102.000        4.59489    5.00000
   103.000        7.92114    5.00000
   104.000       -4.52224    5.00000
   105.000        6.11012    5.00000
   106.000        1.33607    5.00000
   107.000        3.68646    5.00000
   108.000       -0.56972    5.00000
   109.000        8.08490    5.00000
   110.000       -8.00957    5.00000
   111.000        3.75964    5.00000
   112.000        8.25642    5.00000
   113.000        4.43552    5.00000
   114.000       -0.82023    5.00000
   115.000        3.22547    5.00000
   116.000        1.97121    5.00000
   117.000       -0.68426    5.00000
   118.000        6.07081    5.00000
   119.000        7.46914    5.00000
   120.000       -6.01324    5.00000
   121.000       10.12028    5.00000
   122.000        1.12755    5.00000
   123.000        0.05953    5.00000
   124.000        5.59359    5.00000
   125.000       -2.82185    5.00000
   126.000        3.41285    5.00000
   127.000       -0.50171    5.00000
   128.000        1.03143    5.00000
   129.000        3.22172    5.00000
   130.000        1.47832    5.00000
   131.000       -0.16895    5.00000
   132.000        7.61122    5.00000
   133.000        4.58412    5.00000
   134.000        4.36369    5.00000
   135.000        6.47035    5.00000
   136.000       -8.18884    5.00000
   137.000        7.05920    5.00000
   138.000       14.35772    5.00000
   139.000       -1.96859    5.00000
   140.000       16.26233    5.00000
   141.000       -4.69643    5.00000
   142.000        1.49015    5.00000
   143.000        9.24825    5.00000
   144.000        4.00303    5.00000
   145.000        3.91671    5.00000
   146.000       10.81712    5.00000
   147.000       14.28367    5.00000
   148.000       18.92606    5.00000
   149.000       16.10761    5.00000
   150.000       10.73582    5.00000
   151.000       27.67302    5.00000
   152.000       35.74445    5.00000
   153.000       31.92590    5.00000
   154.000       43.59094    5.00000
   155.000       38.64708    5.00000
   156.000       47.92564    5.00000
   157.000       51.80357    5.00000
   158.000       64.36585    5.00000
   159.000       63.93675    5.00000
   160.000       83.53847    5.00000
   161.000       82.63237    5.00000
   162.000       84.26121    5.00000
   163.000       90.59004    5.00000
   164.000       95.23356    5.00000
   165.000       91.41244    5.00000
   166.000       84.66806    5.00000
   167.000       87.45670    5.00000
   168.000       81.87554    5.00000
   169.000       82.78177    5.00000
   170.000       73.34486    5.00000
   171.000       70.17653    5.00000
   172.000       69.16905    5.00000
   173.000       53.78020    5.00000
   174.000       50.84144    5.00000
   175.000       44.34351    5.00000
   176.000       36.66172    5.00000
   177.000       47.08377    5.00000
   178.000       35.17638    5.00000
   179.000       21.58374    5.00000
   180.000       17.74045    5.00000
   181.000       19.25289    5.00000
   182.000       20.96957    5.00000
   183.000       11.67361    5.00000
