# Sub-spectrum 06 — bands at 110, 330, 525 cm^-1
# Wavenumber(cm-1)   Intensity   Error
    70.000       10.55380    5.00000
    71.000       -0.35059    5.00000
    72.000        7.09290    5.00000
    73.000        8.88487    5.00000
    74.000       -1.23108    5.00000
    75.000        4.69728    5.00000
    76.000        9.91628    5.00000
    77.000        9.39775    5.00000
    78.000        6.04405    5.00000
    79.000        4.69170    5.00000
    80.000        3.13219    5.00000
    81.000        9.37314    5.00000
    82.000        6.29528    5.00000
    83.000        4.42782    5.00000
    84.000        1.96584    5.00000
    85.000       -1.78792    5.00000
    86.000        4.90934    5.00000
    87.000       16.09615    5.00000
    88.000        5.59531    5.00000
    89.000        6.34425    5.00000
    90.000       10.24347    5.00000
    91.000       12.70579    5.00000
    92.000       13.79515    5.00000
    93.000       23.19557    5.00000
    94.000       25.62854    5.00000
    95.000       34.61859    5.00000
    96.000       37.13483    5.00000
    97.000       41.20885    5.00000
    98.000       36.61065    5.00000
    99.000       55.59629    5.00000
   100.000       59.35500    5.00000
   101.000       76.38965    5.00000
   102.000       79.91953    5.00000
   103.000       84.22387    5.00000
   104.000       93.47223    5.00000
   105.000       97.71737    5.00000
   106.000      107.62690    5.00000
   107.000      117.42059    5.00000
   108.000      125.83153    5.00000
   109.000      125.06660    5.00000
   110.000      127.37196    5.00000
   111.000      126.92350    5.00000
   112.000      118.32058    5.00000
   113.000      123.11234    5.00000
   114.000      103.60870    5.00000
   115.000      104.34496    5.00000
   116.000       93.56356    5.00000
   117.000       78.21428    5.00000
   118.000       87.85252    5.00000
   119.000       61.01841    5.00000
   120.000       66.07392    5.00000
   121.000       63.58360    5.00000
   122.000       46.11820    5.00000
   123.000       39.70807    5.00000
   124.000       24.64252    5.00000
   125.000       27.46503    5.00000
   126.000       31.26466    5.00000
   127.000       17.37995    5.00000
   128.000       11.73086    5.00000
   129.000        2.20390    5.00000
   130.000       17.88836    5.00000
   131.000       11.62318    5.00000
   132.000        6.51783    5.00000
   133.000       12.00303    5.00000
   134.000        3.13949    5.00000
   135.000        3.32190    5.00000
   136.000       14.96682    5.00000
   137.000       -0.65693    5.00000
   138.000        4.85038    5.00000
   139.000        4.16638    5.00000
   140.000        3.24533    5.00000
   141.000        2.54544    5.00000
   142.000       -4.22647    5.00000
   143.000        1.44138    5.00000
   144.000        0.76213    5.00000
   145.000       -1.50540    5.00000
   146.000       -2.44801    5.00000
   147.000       -3.39535    5.00000
   148.000       -2.52927    5.00000
   149.000        3.47734    5.00000
   150.000        1.53622    5.00000
   151.000        9.56051    5.00000
   152.000        4.23490    5.00000
   153.000       -1.81646    5.00000
   154.000       -1.59136    5.00000
   155.000        0.18901    5.00000
   156.000       -0.74279    5.00000
   157.000        0.98266    5.00000
   158.000       10.63013    5.00000
   159.000        0.12701    5.00000
   160.000        1.51217    5.00000
   161.000       -5.13840    5.00000
   162.000       -6.71324    5.00000
   163.000        0.08292    5.00000
   164.000       -1.35189    5.00000
   165.000        1.71810    5.00000
   166.000        7.47105    5.00000
   167.000       -1.88829    5.00000
   168.000       -2.77970    5.00000
   169.000        5.51612    5.00000
   170.000       -1.57327    5.00000
   171.000        0.87522    5.00000
   172.000        0.04272    5.00000
   173.000        9.95141    5.00000
   174.000       -7.87500    5.00000
   175.000       -3.57787    5.00000
   176.000        3.76733    5.00000
   177.000        6.30124    5.00000
   178.000       -4.65655    5.00000
   179.000        6.37164    5.00000
   180.000       -1.88853    5.00000
   181.000       -3.17491    5.00000
   182.000       -2.70397    5.00000
   183.000        2.20655    5.00000
   184.000        2.85162    5.00000
   185.000       -3.95368    5.00000
   186.000        1.44207    5.00000
   187.000       -1.50579    5.00000
   188.000       -5.56643    5.00000
   189.000        8.84953    5.00000
   190.000       -4.45352    5.00000
   191.000        0.89058    5.00000
   192.000       -5.45234    5.00000
   193.000       -1.79059    5.00000
   194.000        0.81541    5.00000
   195.000        1.16298    5.00000
   196.000       -4.76758    5.00000
   197.000       -0.25271    5.00000
   198.000        2.09207    5.00000
   199.000        7.75915    5.00000
   200.000        4.32516    5.00000
   201.000        5.69517    5.00000
   202.000        3.49244    5.00000
   203.000       -3.01149    5.00000
   204.000       -1.32079    5.00000
   205.000        4.85084    5.00000
   206.000       -3.12161    5.00000
   207.000       -5.29372    5.00000
   208.000        0.09183    5.00000
   209.000       -8.78140    5.00000
   210.000       -3.60551    5.00000
   211.000       -5.39296    5.00000
   212.000       -1.75935    5.00000
   213.000        6.86335    5.00000
   214.000       11.89622    5.00000
   215.000        3.26436    5.00000
   216.000       -4.50507    5.00000
   217.000        3.95269    5.00000
   218.000        2.39891    5.00000
   219.000       -2.71598    5.00000
   220.000        4.70080    5.00000
   221.000       -2.12270    5.00000
   222.000       -2.60226    5.00000
   223.000        0.58181    5.00000
   224.000        3.72241    5.00000
   225.000       -1.54621    5.00000
   226.000        2.07191    5.00000
   227.000       -8.85073    5.00000
   228.000        1.75850    5.00000
   229.000       -2.09422    5.00000
   230.000       -2.31559    5.00000
   231.000      -12.32875    5.00000
   232.000       -6.94448    5.00000
   233.000       -8.42470    5.00000
   234.000        3.33196    5.00000
   235.000       -4.30315    5.00000
   236.000        1.67510    5.00000
   237.000        3.60521    5.00000
   238.000       -2.41907    5.00000
   239.000       -4.82176    5.00000
   240.000        6.37079    5.00000
   241.000        1.63085    5.00000
   242.000       -5.83918    5.00000
   243.000        2.72962    5.00000
   244.000       -2.98803    5.00000
   245.000        2.65925    5.00000
   246.000        4.46963    5.00000
   247.000       -3.74174    5.00000
   248.000        2.80560    5.00000
   249.000      -14.70516    5.00000
   250.000        3.09270    5.00000
   251.000       -9.43799    5.00000
   252.000       12.99560    5.00000
   253.000        2.14448    5.00000
   254.000       -2.68792    5.00000
   255.000        6.05271    5.00000
   256.000       -3.52908    5.00000
   257.000        0.99623    5.00000
   258.000       -1.01658    5.00000
   259.000        0.42186    5.00000
   260.000       -2.37331    5.00000
   261.000        2.62401    5.00000
   262.000       -3.25655    5.00000
   263.000        1.01521    5.00000
   264.000        3.60552    5.00000
   265.000       -2.50344    5.00000
   266.000        4.66386    5.00000
   267.000        2.92666    5.00000
   268.000       -0.96656    5.00000
   269.000       -2.04515    5.00000
   270.000        0.29543    5.00000
   271.000       -1.70940    5.00000
   272.000       -1.99794    5.00000
   273.000       -0.07487    5.00000
   274.000       -0.45414    5.00000
   275.000        1.16055    5.00000
   276.000        7.74649    5.00000
   277.000        5.22867    5.00000
   278.000        4.94136    5.00000
   279.000        3.30551    5.00000
   280.000       -2.27287    5.00000
   281.000       -4.52815    5.00000
   282.000       -0.33144    5.00000
   283.000        6.77074    5.00000
   284.000        6.87209    5.00000
   285.000       -6.37497    5.00000
   286.000       -7.91336    5.00000
   287.000        9.37748    5.00000
   288.000        8.17806    5.00000
   289.000       -2.02547    5.00000
   290.000        0.78074    5.00000
   291.000        1.48214    5.00000
   292.000        6.82026    5.00000
   293.000       -1.05552    5.00000
   294.000        4.43259    5.00000
   295.000        2.94279    5.00000
   296.000        3.19052    5.00000
   297.000        7.08696    5.00000
   298.000        2.69942    5.00000
   299.000       -4.26667    5.00000
   300.000        6.85664    5.00000
   301.000        0.15312    5.00000
   302.000        7.37089    5.00000
   303.000        4.56253    5.00000
   304.000       -1.21339    5.00000
   305.000        5.49306    5.00000
   306.000        1.71415    5.00000
   307.000        7.07567    5.00000
   308.000        4.74175    5.00000
   309.000       13.10149    5.00000
   310.000        6.08195    5.00000
   311.000        9.74967    5.00000
   312.000       10.45277    5.00000
   313.000       12.82276    5.00000
   314.000       18.81322    5.00000
   315.000       25.17657    5.00000
   316.000       31.45490    5.00000
   317.000       34.06096    5.00000
   318.000       37.27199    5.00000
   319.000       38.02595    5.00000
   320.000       57.24654    5.00000
   321.000       57.02273    5.00000
   322.000       68.73275    5.00000
   323.000       68.51590    5.00000
   324.000       88.24562    5.00000
   325.000       90.44973    5.00000
   326.000       88.11457    5.00000
   327.000       98.89177    5.00000
   328.000      107.29579    5.00000
   329.000      101.81953    5.00000
   330.000       94.91356    5.00000
   331.000      104.98668    5.00000
   332.000      109.81910    5.00000
   333.000       89.16521    5.00000
   334.000       97.68186    5.00000
   335.000       85.82754    5.00000
   336.000       80.21852    5.00000
   337.000       74.79993    5.00000
   338.000       66.79047    5.00000
   339.000       63.87453    5.00000
   340.000       46.71281    5.00000
   341.000       45.39089    5.00000
   342.000       34.86916    5.00000
   343.000       31.25187    5.00000
   344.000       43.51381    5.00000
   345.000       19.87538    5.00000
   346.000       22.40586    5.00000
   347.000       18.32344    5.00000
   348.000        4.35198    5.00000
   349.000        5.85129    5.00000
   350.000        0.55905    5.00000
   351.000        7.28636    5.00000
   352.000        0.18944    5.00000
   353.000        1.23779    5.00000
   354.000       -2.78687    5.00000
   355.000        7.58322    5.00000
   356.000        6.66050    5.00000
   357.000       10.66998    5.00000
   358.000        2.00187    5.00000
   359.000        6.27820    5.00000
   360.000        7.99201    5.00000
   361.000       12.59953    5.00000
   362.000       -4.28225    5.00000
   363.000       -2.23545    5.00000
   364.000       -3.21804    5.00000
   365.000       -5.35986    5.00000
   366.000        5.04523    5.00000
   367.000        5.02442    5.00000
   368.000       -5.68534    5.00000
   369.000       -4.19703    5.00000
   370.000        2.73474    5.00000
   371.000       -1.35176    5.00000
   372.000        2.19750    5.00000
   373.000        0.15726    5.00000
   374.000        6.25694    5.00000
   375.000        6.54819    5.00000
   376.000       -8.27361    5.00000
   377.000        7.62094    5.00000
   378.000       -1.60308    5.00000
   379.000       -4.89536    5.00000
   380.000        3.76029    5.00000
   381.000       -4.17984    5.00000
   382.000       -5.59287    5.00000
   383.000       -1.05522    5.00000
   384.000        7.45341    5.00000
   385.000       -8.46296    5.00000
   386.000       -4.59957    5.00000
   387.000       -7.86907    5.00000
   388.000       -5.45229    5.00000
   389.000       -0.18773    5.00000
   390.000       -6.05923    5.00000
   391.000        2.07712    5.00000
   392.000        1.04066    5.00000
   393.000        4.10967    5.00000
   394.000       10.08663    5.00000
   395.000       -4.46745    5.00000
   396.000       -1.94067    5.00000
   397.000       -2.56783    5.00000
   398.000       -1.81690    5.00000
   399.000        2.45150    5.00000
   400.000        3.42513    5.00000
   401.000       -2.11214    5.00000
   402.000        7.06835    5.00000
   403.000       -0.95577    5.00000
   404.000       -0.18404    5.00000
   405.000       -4.06079    5.00000
   406.000        3.72237    5.00000
   407.000        4.10513    5.00000
   408.000        0.38499    5.00000
   409.000      -10.39935    5.00000
   410.000       -0.85853    5.00000
   411.000        3.32242    5.00000
   412.000       -1.73478    5.00000
   413.000       -0.13612    5.00000
   414.000        2.90644    5.00000
   415.000       -8.75692    5.00000
   416.000        4.31021    5.00000
   417.000       -9.13494    5.00000
   418.000        0.80835    5.00000
   419.000        3.20278    5.00000
   420.000       -2.18421    5.00000
   421.000        2.65905    5.00000
