# Sub-spectrum 08 — bands at 215, 330, 385, 525 cm^-1
# Wavenumber(cm-1)   Intensity   Error
    70.000        1.18419    5.00000
    71.000       -3.29218    5.00000
    72.000        1.87029    5.00000
    73.000        1.55052    5.00000
    74.000        8.19692    5.00000
    75.000       -3.39265    5.00000
    76.000       -5.87321    5.00000
    77.000       -6.13491    5.00000
    78.000       -2.23862    5.00000
    79.000        2.64394    5.00000
    80.000       -0.63857    5.00000
    81.000       -3.30061    5.00000
    82.000       -5.39462    5.00000
    83.000       -1.02669    5.00000
    84.000        3.25165    5.00000
    85.000        5.73020    5.00000
    86.000        6.39835    5.00000
    87.000        3.70929    5.00000
    88.000        1.68010    5.00000
    89.000       -2.95641    5.00000
    90.000        1.72008    5.00000
    91.000        7.58552    5.00000
    92.000        0.70913    5.00000
    93.000        3.89815    5.00000
    94.000        0.18614    5.00000
    95.000        2.54454    5.00000
    96.000       -4.45092    5.00000
    97.000       -6.22224    5.00000
    98.000       -4.73263    5.00000
    99.000       -9.55153    5.00000
   100.000        4.48912    5.00000
   101.000       12.11105    5.00000
   102.000       -0.84762    5.00000
   103.000       -3.77077    5.00000
   104.000        1.98075    5.00000
   105.000        8.17817    5.00000
   106.000        0.66105    5.00000
   107.000        6.63295    5.00000
   108.000        0.16789    5.00000
   109.000        1.38289    5.00000
   110.000       -7.35899    5.00000
   111.000        1.97496    5.00000
   112.000       -4.42142    5.00000
   113.000       -5.00265    5.00000
   114.000       -7.59465    5.00000
   115.000        3.24648    5.00000
   116.000       11.67385    5.00000
   117.000       -3.35247    5.00000
   118.000       -1.09174    5.00000
   119.000       -1.54196    5.00000
   120.000        2.47159    5.00000
   121.000        5.18836    5.00000
   122.000        0.09271    5.00000
   123.000       -1.71925    5.00000
   124.000       -8.69963    5.00000
   125.000        3.45660    5.00000
   126.000        0.69514    5.00000
   127.000       -8.73375    5.00000
   128.000       -5.55892    5.00000
   129.000       -4.61299    5.00000
   130.000       -1.90504    5.00000
   131.000       -4.15612    5.00000
   132.000        4.22720    5.00000
   133.000       -4.40975    5.00000
   134.000       -2.17133    5.00000
   135.000       -4.87021    5.00000
   136.000        3.82516    5.00000
   137.000       -1.77559    5.00000
   138.000        0.41535    5.00000
   139.000        3.16147    5.00000
   140.000        0.35669    5.00000
   141.000       -0.29107    5.00000
   142.000        4.18934    5.00000
   143.000        2.31332    5.00000
   144.000        1.03098    5.00000
   145.000       -1.46037    5.00000
   146.000        1.29181    5.00000
   147.000       -3.10621    5.00000
   148.000        7.98156    5.00000
   149.000        1.93666    5.00000
   150.000        2.78460    5.00000
   151.000       -2.65773    5.00000
   152.000       -0.55037    5.00000
   153.000        4.03437    5.00000
   154.000       -9.14442    5.00000
   155.000       -0.73195    5.00000
   156.000       -2.56766    5.00000
   157.000       -5.00712    5.00000
   158.000        4.08761    5.00000
   159.000       -3.13007    5.00000
   160.000       -4.46198    5.00000
   161.000        5.76779    5.00000
   162.000       -8.60382    5.00000
   163.000        5.98888    5.00000
   164.000        6.18429    5.00000
   165.000       -9.33420    5.00000
   166.000       -0.21481    5.00000
   167.000        2.39866    5.00000
   168.000        6.09589    5.00000
   169.000       -1.60039    5.00000
   170.000        0.27234    5.00000
   171.000        4.87724    5.00000
   172.000       -3.29728    5.00000
   173.000        4.18410    5.00000
   174.000        6.86654    5.00000
   175.000       -3.82873    5.00000
   176.000        2.99272    5.00000
   177.000        1.97506    5.00000
   178.000       -3.56844    5.00000
   179.000        2.55245    5.00000
   180.000        0.62863    5.00000
   181.000       -1.91250    5.00000
   182.000        0.40921    5.00000
   183.000       -2.48695    5.00000
   184.000        4.60141    5.00000
   185.000        4.90840    5.00000
   186.000        6.94088    5.00000
   187.000        4.01791    5.00000
   188.000        5.00581    5.00000
   189.000        1.68880    5.00000
   190.000        8.40027    5.00000
   191.000        2.83439    5.00000
   192.000        9.79780    5.00000
   193.000        5.94807    5.00000
   194.000        5.93019    5.00000
   195.000       13.68082    5.00000
   196.000       22.27014    5.00000
   197.000       21.24881    5.00000
   198.000       18.17029    5.00000
   199.000       17.56084    5.00000
   200.000       21.78194    5.00000
   201.000       36.21625    5.00000
   202.000       41.89107    5.00000
   203.000       38.39201    5.00000
   204.000       54.86351    5.00000
   205.000       69.19373    5.00000
   206.000       72.20824    5.00000
   207.000       80.87576    5.00000
   208.000       83.87018    5.00000
   209.000      101.41394    5.00000
   210.000      102.10123    5.00000
   211.000      109.54012    5.00000
   212.000      123.69956    5.00000
   213.000      117.06833    5.00000
   214.000      123.69769    5.00000
   215.000      125.53291    5.00000
   216.000      126.64117    5.00000
   217.000      129.83355    5.00000
   218.000      117.89181    5.00000
   219.000      115.02204    5.00000
   220.000      105.19794    5.00000
   221.000       89.62517    5.00000
   222.000       95.26752    5.00000
   223.000       84.73944    5.00000
   224.000       78.38773    5.00000
   225.000       58.59836    5.00000
   226.000       56.42274    5.00000
   227.000       57.60871    5.00000
   228.000       52.16114    5.00000
   229.000       35.26245    5.00000
