# Sub-spectrum 10 — bands at 165, 215, 330 cm^-1
# Wavenumber(cm-1)   Intensity   Error
    70.000        2.30291    5.00000
    71.000       -7.29058    5.00000
    72.000        5.97892    5.00000
    73.000        0.02710    5.00000
    74.000       -2.49400    5.00000
    75.000      -10.06094    5.00000
    76.000        0.20435    5.00000
    77.000        0.33287    5.00000
    78.000        3.42020    5.00000
    79.000        1.54109    5.00000
    80.000        0.20193    5.00000
    81.000       -3.51333    5.00000
    82.000       -1.23677    5.00000
    83.000        3.12970    5.00000
    84.000       -8.08601    5.00000
    85.000       -2.20480    5.00000
    86.000        0.32698    5.00000
    87.000        0.14964    5.00000
    88.000        3.74653    5.00000
    89.000        9.45448    5.00000
    90.000       -1.21782    5.00000
    91.000       -0.79027    5.00000
    92.000       -1.57213    5.00000
    93.000      -10.25757    5.00000
    94.000        6.43695    5.00000
    95.000        2.09497    5.00000
    96.000        3.95929    5.00000
    97.000        0.62374    5.00000
    98.000        4.73227    5.00000
    99.000       -0.69394    5.00000
   100.000        4.00817    5.00000
   101.000       -2.58691    5.00000
   102.000        6.59515    5.00000
   103.000       -5.23760    5.00000
   104.000        4.04815    5.00000
   105.000        1.88091    5.00000
   106.000        4.71468    5.00000
   107.000       -0.71452    5.00000
   108.000       -2.89789    5.00000
   109.000       -2.02755    5.00000
   110.000       -0.73694    5.00000
   111.000       -0.02496    5.00000
   112.000       -4.07027    5.00000
   113.000       -0.78673    5.00000
   114.000       -8.50713    5.00000
   115.000       -1.18320    5.00000
   116.000       -0.12274    5.00000
   117.000       10.57161    5.00000
   118.000        8.75779    5.00000
   119.000        6.99902    5.00000
   120.000        4.72814    5.00000
   121.000        0.77864    5.00000
   122.000       -7.47600    5.00000
   123.000       -0.64836    5.00000
   124.000       -0.98360    5.00000
   125.000       -2.52165    5.00000
   126.000        5.68226    5.00000
   127.000       -0.01352    5.00000
   128.000       -2.60851    5.00000
   129.000       -6.81027    5.00000
   130.000        8.36805    5.00000
   131.000        6.45122    5.00000
   132.000        1.45496    5.00000
   133.000        3.97792    5.00000
   134.000        1.44454    5.00000
   135.000        5.84189    5.00000
   136.000        3.99889    5.00000
   137.000        0.38676    5.00000
   138.000       -0.19651    5.00000
   139.000       -3.10996    5.00000
   140.000        1.94010    5.00000
   141.000        9.93115    5.00000
   142.000       -4.00683    5.00000
