# Sub-spectrum 05 — bands at 270, 330, 385, 450 cm^-1
# Wavenumber(cm-1)   Intensity   Error
    70.000       -1.65084    5.00000
    71.000        6.27577    5.00000
    72.000       -1.53077    5.00000
    73.000        3.50216    5.00000
    74.000       -0.43306    5.00000
    75.000        0.23116    5.00000
    76.000       -6.03772    5.00000
    77.000        0.36177    5.00000
    78.000       -0.06937    5.00000
    79.000       -7.33848    5.00000
    80.000       -3.62202    5.00000
    81.000       -2.18840    5.00000
    82.000       -7.56198    5.00000
    83.000       -6.00358    5.00000
    84.000        7.43076    5.00000
    85.000       -5.06626    5.00000
    86.000       -4.19902    5.00000
    87.000       -6.89370    5.00000
    88.000        6.22276    5.00000
    89.000        4.67764    5.00000
    90.000        1.67845    5.00000
    91.000        0.50934    5.00000
    92.000       -2.37045    5.00000
    93.000       -1.33233    5.00000
    94.000       -3.28025    5.00000
    95.000        3.38268    5.00000
    96.000        3.55315    5.00000
    97.000        4.65616    5.00000
    98.000       10.33835    5.00000
    99.000        3.63058    5.00000
   100.000        3.26826    5.00000
   101.000        5.11500    5.00000
   102.000       -7.61263    5.00000
   103.000        0.12201    5.00000
   104.000       -7.46324    5.00000
   105.000        7.98649    5.00000
   106.000       -2.36386    5.00000
   107.000        8.96777    5.00000
   108.000        5.41078    5.00000
   109.000       -2.65701    5.00000
   110.000       -8.19363    5.00000
   111.000       -5.51385    5.00000
   112.000        5.30091    5.00000
   113.000       -1.49814    5.00000
   114.000       -7.29696    5.00000
   115.000       -1.01298    5.00000
   116.000        8.57524    5.00000
   117.000        8.15904    5.00000
   118.000       -2.25141    5.00000
   119.000        1.65579    5.00000
   120.000        3.18015    5.00000
   121.000       -7.27818    5.00000
   122.000       -2.54572    5.00000
   123.000       -1.90691    5.00000
   124.000        2.14171    5.00000
   125.000       -2.42874    5.00000
   126.000       -6.86283    5.00000
   127.000        1.74650    5.00000
   128.000       -3.08318    5.00000
   129.000       -6.01122    5.00000
   130.000       -5.99729    5.00000
   131.000       -0.98373    5.00000
   132.000        7.38794    5.00000
   133.000       -0.73856    5.00000
   134.000        5.50134    5.00000
   135.000      -11.09337    5.00000
   136.000       -4.05441    5.00000
   137.000       -6.14942    5.00000
   138.000       -1.23058    5.00000
   139.000        3.99487    5.00000
   140.000       -2.58671    5.00000
   141.000       -6.07507    5.00000
   142.000        4.88789    5.00000
   143.000       -3.65963    5.00000
   144.000        1.51570    5.00000
   145.000       -3.17016    5.00000
   146.000        2.74241    5.00000
   147.000       -1.75896    5.00000
   148.000        4.13660    5.00000
   149.000        3.26791    5.00000
   150.000       11.27136    5.00000
   151.000       -0.23369    5.00000
   152.000       -4.70725    5.00000
   153.000       -5.63392    5.00000
   154.000       -2.81260    5.00000
   155.000        2.05293    5.00000
   156.000       -3.39035    5.00000
   157.000        7.77609    5.00000
   158.000        1.18538    5.00000
   159.000       -4.69871    5.00000
   160.000       -2.12573    5.00000
   161.000       -3.00014    5.00000
   162.000        1.08588    5.00000
   163.000       -4.92947    5.00000
   164.000        6.61014    5.00000
   165.000       -1.57823    5.00000
   166.000       -0.98002    5.00000
   167.000        4.82528    5.00000
   168.000       -3.52960    5.00000
   169.000        0.20922    5.00000
   170.000        9.18054    5.00000
   171.000        2.27868    5.00000
   172.000        1.69566    5.00000
   173.000       -2.15175    5.00000
   174.000       -4.73720    5.00000
   175.000        8.98194    5.00000
   176.000       -0.55865    5.00000
   177.000        9.73595    5.00000
   178.000       -3.16925    5.00000
   179.000        6.52934    5.00000
   180.000       -0.76752    5.00000
   181.000        2.34758    5.00000
   182.000        6.35197    5.00000
   183.000        2.48101    5.00000
   184.000        4.29127    5.00000
   185.000       -7.53104    5.00000
   186.000       -2.01452    5.00000
   187.000       10.51799    5.00000
   188.000       -0.84540    5.00000
   189.000        1.89937    5.00000
   190.000       -0.50309    5.00000
   191.000       -2.78919    5.00000
   192.000       -7.14502    5.00000
   193.000       -5.37663    5.00000
   194.000        8.75198    5.00000
   195.000       -0.04887    5.00000
   196.000       -5.59003    5.00000
   197.000       -4.15844    5.00000
   198.000        4.73721    5.00000
   199.000       -4.35719    5.00000
   200.000       -2.73937    5.00000
   201.000       -5.18658    5.00000
   202.000       -5.88949    5.00000
   203.000        8.66145    5.00000
   204.000       -0.27790    5.00000
   205.000       -1.17012    5.00000
   206.000       -2.55848    5.00000
   207.000        4.02290    5.00000
   208.000        0.78042    5.00000
   209.000        1.94778    5.00000
   210.000        1.18405    5.00000
   211.000       -1.27257    5.00000
   212.000       -1.87535    5.00000
   213.000       -8.12959    5.00000
   214.000       -1.89730    5.00000
   215.000       11.39696    5.00000
   216.000       -5.59945    5.00000
   217.000        0.63921    5.00000
   218.000        2.31676    5.00000
   219.000        6.63028    5.00000
   220.000       13.97493    5.00000
   221.000       -1.27554    5.00000
   222.000       -3.65055    5.00000
   223.000        6.06415    5.00000
   224.000        1.85863    5.00000
   225.000       10.85797    5.00000
   226.000        4.48770    5.00000
   227.000       -2.44532    5.00000
   228.000       -0.04383    5.00000
   229.000        3.09866    5.00000
   230.000        3.53490    5.00000
   231.000       -4.58669    5.00000
   232.000       -8.47962    5.00000
   233.000       -6.81403    5.00000
   234.000        4.36102    5.00000
   235.000        0.58761    5.00000
   236.000       -7.73197    5.00000
   237.000       -1.21157    5.00000
