# Sub-spectrum 03 — bands at 165, 215, 385, 525 cm^-1
# Wavenumber(cm-1)   Intensity   Error
    70.000       -4.16459    5.00000
    71.000        0.98140    5.00000
    72.000        3.22737    5.00000
    73.000       -4.30314    5.00000
    74.000        2.16208    5.00000
    75.000        1.13389    5.00000
    76.000       -5.93697    5.00000
    77.000        8.04438    5.00000
    78.000        5.73221    5.00000
    79.000       -4.01138    5.00000
    80.000       -2.63916    5.00000
    81.000        4.15382    5.00000
    82.000       -2.17120    5.00000
    83.000       -8.88622    5.00000
    84.000        5.56333    5.00000
    85.000        0.36961    5.00000
    86.000        9.86785    5.00000
    87.000        2.12732    5.00000
    88.000        1.30247    5.00000
    89.000       14.72782    5.00000
    90.000       -0.49591    5.00000
    91.000       -4.38725    5.00000
    92.000        1.52656    5.00000
    93.000        6.06842    5.00000
    94.000       -5.42652    5.00000
    95.000       -4.13242    5.00000
    96.000        2.66802    5.00000
    97.000      -15.55693    5.00000
    98.000       -5.02249    5.00000
    99.000        4.42993    5.00000
   100.000       -2.46908    5.00000
   101.000       -7.65514    5.00000
   102.000       10.11835    5.00000
   103.000       -6.54829    5.00000
   104.000       -2.09791    5.00000
   105.000       -1.32950    5.00000
   106.000        0.96588    5.00000
   107.000       -1.28056    5.00000
   108.000        0.17984    5.00000
   109.000        0.89078    5.00000
   110.000        0.18958    5.00000
   111.000        1.11008    5.00000
   112.000      -11.22897    5.00000
   113.000        2.89422    5.00000
   114.000       -6.30875    5.00000
   115.000      -10.09353    5.00000
   116.000        7.67427    5.00000
   117.000       -5.63039    5.00000
   118.000        1.72819    5.00000
   119.000       -3.00009    5.00000
   120.000       -2.49330    5.00000
   121.000        3.35632    5.00000
   122.000       -4.26104    5.00000
   123.000        2.88887    5.00000
   124.000        2.97817    5.00000
   125.000        6.95046    5.00000
   126.000       -0.49442    5.00000
   127.000        6.48361    5.00000
   128.000        9.92476    5.00000
   129.000        9.33293    5.00000
   130.000        4.41720    5.00000
   131.000        3.83079    5.00000
   132.000       15.94353    5.00000
   133.000       12.98457    5.00000
   134.000       -1.86191    5.00000
   135.000        6.76182    5.00000
   136.000        5.35793    5.00000
   137.000        2.95419    5.00000
   138.000        3.65558    5.00000
   139.000        5.68971    5.00000
   140.000        8.38274    5.00000
   141.000        5.34042    5.00000
   142.000        6.62847    5.00000
   143.000       12.73738    5.00000
   144.000        8.41381    5.00000
   145.000       10.84204    5.00000
   146.000       14.64863    5.00000
   147.000       19.78087    5.00000
   148.000       20.05064    5.00000
   149.000       18.52967    5.00000
   150.000       20.87372    5.00000
   151.000       17.39350    5.00000
   152.000       29.13980    5.00000
   153.000       27.13540    5.00000
   154.000       32.27249    5.00000
   155.000       46.07249    5.00000
   156.000       47.99535    5.00000
   157.000       56.65410    5.00000
   158.000       56.90915    5.00000
   159.000       71.57717    5.00000
   160.000       71.40315    5.00000
   161.000       81.13210    5.00000
   162.000       82.28817    5.00000
   163.000       82.53962    5.00000
   164.000       81.05961    5.00000
   165.000       84.22042    5.00000
   166.000       87.65993    5.00000
   167.000       85.33733    5.00000
   168.000       73.14760    5.00000
   169.000       80.59660    5.00000
   170.000       69.96143    5.00000
   171.000       70.06835    5.00000
   172.000       57.05443    5.00000
   173.000       58.06068    5.00000
   174.000       45.17821    5.00000
   175.000       44.21916    5.00000
   176.000       36.75034    5.00000
   177.000       31.84352    5.00000
   178.000       25.90737    5.00000
   179.000       23.92512    5.00000
   180.000       12.44573    5.00000
   181.000       22.48831    5.00000
   182.000       20.35111    5.00000
   183.000       11.21591    5.00000
   184.000        4.83001    5.00000
   185.000        7.16626    5.00000
